collection_date,host,geo_loc_name,lat_lon,library_name,east_west,phts25p0,phtsinsitutp,salinity
2010-07,Syringodium isoetifolium,Indonesia: Bangka,1.74665 N 125.14956 E,Bangka_07,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bangka,1.74665 N 125.14956 E,Bangka_08,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bangka,1.74665 N 125.14956 E,Bangka_09,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bangka,1.74665 N 125.14956 E,Bangka_10,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bangka,1.74665 N 125.14956 E,Bangka_11,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bangka,1.74665 N 125.14956 E,Bangka_12,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_01,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_02,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_03,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_04,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_05,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_06,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_07,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_08,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_09,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_10,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_11,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Belitung,2.55878 S 107.66886 E,Belitung_12,West,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_01,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_02,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_03,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_04,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_05,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_06,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_07,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_08,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_09,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_10,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_11,East,NA,NA,NA
2010-07,Syringodium isoetifolium,Indonesia: Bira,5.61541 S 120.45919 E,Bira_12,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_01,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_02,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_03,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_04,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_05,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_06,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_07,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_08,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_09,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_10,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_11,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Derawan,2.28151 N 118.24449 E,Derawan_12,Mid,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_01,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_02,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_03,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_04,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_05,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_06,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_07,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_08,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_09,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_10,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_11,East,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Halmahera,1.74401 N 128.03611 E,Halmahera_12,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_01,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_02,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_03,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_04,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_05,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_06,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_07,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_08,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_09,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_10,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_11,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Karimunjawa,5.87927 S 110.43198 E,Karimunjawa_12,West,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_01,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_02,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_03,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_04,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_05,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_06,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_07,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_08,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_09,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_10,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_11,East,NA,NA,NA
2011-08,Syringodium isoetifolium,Indonesia: Komodo,8.49736 S 119.75892 E,Komodo_12,East,NA,NA,NA
NA,Host,geo_loc_name,Lat_Lon,Library Name,side_of_Wallace_line,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_01,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_02,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_03,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_04,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_05,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_06,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_07,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_08,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_09,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_10,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_11,West,NA,NA,NA
2011-06,Syringodium isoetifolium,Indonesia: Natuna,3.92645 N 108.38294 E,Natuna_12,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_01,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_02,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_03,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_04,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_05,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_06,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_07,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_08,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_09,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_10,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_11,West,NA,NA,NA
2010-06,Syringodium isoetifolium,Indonesia: Pari,5.86356 S 106.61062 E,Pari_12,West,NA,NA,NA
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1358,8.06208,34.5153
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1284,8.05337,34.6975
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1288,8.05467,34.833
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.9833,7.99423,34.8764
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.561,7.76203,34.5592
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5857,7.80651,34.6001
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5798,7.81135,34.5538
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5726,7.80613,34.5494
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5313,7.76948,34.5321
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.517,7.76648,34.5527
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5102,7.76018,34.5845
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5107,7.75844,34.6034
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.531,7.77289,34.6403
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5534,7.78342,34.6616
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5665,7.77995,34.6735
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5752,7.77972,34.6763
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.585,7.77045,34.6829
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5919,7.76811,34.6872
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5184
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5172
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5936
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.9701
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.7019
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5289
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5702
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5592
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5423
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5411
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5468
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5776
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6115
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6452
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6646
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6759
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6809
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6852
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6881
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1469,8.07079,34.0793
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1324,8.05781,34.6156
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1174,8.04452,35.0058
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.0157,7.99906,34.7697
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.6953,7.87952,34.5301
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5657,7.78697,34.5147
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5992,7.82459,34.5843
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5501,7.78372,34.5438
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5042,7.74605,34.5397
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5032,7.74927,34.5551
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.508,7.75863,34.5807
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5137,7.76065,34.6204
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5397,7.77945,34.6545
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5595,7.7843,34.6667
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5668,7.78352,34.6732
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5753,7.77287,34.6793
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5866,7.76543,34.6869
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5865,7.752,34.6877
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,33.8535
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,33.9478
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6042
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.7904
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.8036
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5256
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5974
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5935
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5532
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5394
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5535
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.5697
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6098
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.647
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6643
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6718
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6781
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6851
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,-9999,-9999,34.6886
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.155,8.07656,33.765
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1468,8.06704,33.8965
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,8.1034,8.0422,34.6057
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.9769,7.99315,34.853
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.6508,7.84232,34.4962
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5185,7.72647,34.5984
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5856,7.81126,34.5803
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5742,7.80694,34.554
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5158,7.7511,34.5346
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.4958,7.73948,34.544
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.4999,7.74936,34.5725
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.5142,7.76374,34.6191
2010-08,Syringodium isoetifolium,Indonesia: Sanur,8.68645 S 115.26549 E,Sanur_01,Mid,7.537,7.77832,34.649
